./waf --run "evoMCS -runs=3 -walk=0 -verbose=1 -seed=1 -numAp=9 -numSta=16 -duration=10 -dataRate=100000 -technology=1 -frequency=5 -channelWidth=160 -useUdp=1 -useRts=0 -guardInterval=1 -enableObssPd=1 -useExtendedBlockAck=1 -mcs=15"

Flow;source;src_port;destiny;dst_port;proto;direction;tx_packets;tx_bytes;tx_offered_raw;tx_offered_mbps;rx_bytes;rx_throughput_raw;rx_throughput_mbps;mean_delay(ms);mean_jitter(ms);rx_packets;lost_packets;packet_loss_ratio 
41;172.3.0.10;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;114376;91500.800000;0.091501;435.769045;8.525001;1682;2380;58.591827
42;172.3.0.11;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;128384;102707.200000;0.102707;421.384005;9.117384;1888;2174;53.520433
43;172.3.0.12;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273700;218960.000000;0.218960;1.871134;1.565690;4025;37;0.910881
44;172.3.0.13;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;129132;103305.600000;0.103306;455.694347;9.252185;1899;2163;53.249631
45;172.3.0.14;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;102748;82198.400000;0.082198;400.076759;8.754159;1511;2551;62.801576
46;172.3.0.15;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;120972;96777.600000;0.096778;341.602483;7.784764;1779;2283;56.203840
47;172.3.0.16;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;145452;116361.600000;0.116362;392.066638;7.607108;2139;1923;47.341211
48;172.3.0.17;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;113560;90848.000000;0.090848;364.096447;7.975994;1670;2392;58.887248
49;172.4.0.2;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;76840;61472.000000;0.061472;330.958747;7.506080;1130;2932;72.181192
50;172.4.0.3;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;88060;70448.000000;0.070448;395.276355;7.305239;1295;2767;68.119153
51;172.4.0.4;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;83436;66748.800000;0.066749;415.152335;7.709761;1227;2835;69.793205
52;172.4.0.5;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;99348;79478.400000;0.079478;364.888272;7.932033;1461;2601;64.032496
53;172.4.0.6;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;82484;65987.200000;0.065987;463.118350;9.185309;1213;2849;70.137863
54;172.4.0.7;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;90848;72678.400000;0.072678;382.210121;8.962169;1336;2726;67.109798
55;172.4.0.8;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;138244;110595.200000;0.110595;447.053863;8.310405;2033;2029;49.950763
56;172.4.0.9;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;113424;90739.200000;0.090739;405.826597;8.633920;1668;2394;58.936484
57;172.4.0.10;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;85748;68598.400000;0.068598;396.687629;9.084087;1261;2801;68.956179
58;172.4.0.11;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;102816;82252.800000;0.082253;414.881768;9.716054;1512;2550;62.776957
59;172.4.0.12;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;272340;217872.000000;0.217872;2.338659;1.771293;4005;57;1.403250
60;172.4.0.13;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;145044;116035.200000;0.116035;412.339831;8.364976;2133;1929;47.488922
61;172.4.0.14;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;74392;59513.600000;0.059514;405.625387;8.571363;1094;2968;73.067454
62;172.4.0.15;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;125868;100694.400000;0.100694;345.655047;7.289690;1851;2211;54.431315
63;172.4.0.16;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;162112;129689.600000;0.129690;384.336748;7.633308;2384;1678;41.309700
64;172.4.0.17;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;107236;85788.800000;0.085789;414.585995;8.237172;1577;2485;61.176760
65;172.5.0.2;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;60316;48252.800000;0.048253;394.800142;11.419387;887;3175;78.163466
66;172.5.0.3;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;0;0;0;0;0;0;4062;100.000000
67;172.5.0.4;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;83640;66912.000000;0.066912;411.525009;9.369878;1230;2832;69.719350
68;172.5.0.5;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;60452;48361.600000;0.048362;403.952321;8.292585;889;3173;78.114229
69;172.5.0.6;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;72624;58099.200000;0.058099;405.383289;8.023690;1068;2994;73.707533
70;172.5.0.7;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;87380;69904.000000;0.069904;461.212370;9.121302;1285;2777;68.365337
71;172.5.0.8;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;122536;98028.800000;0.098029;395.110849;8.406553;1802;2260;55.637617
72;172.5.0.9;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;102340;81872.000000;0.081872;423.261662;8.829622;1505;2557;62.949286
73;172.5.0.10;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;70040;56032.000000;0.056032;423.070116;8.443211;1030;3032;74.643033
74;172.5.0.11;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;73916;59132.800000;0.059133;509.353449;11.386912;1087;2975;73.239783
75;172.5.0.12;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273020;218416.000000;0.218416;2.504577;1.882123;4015;47;1.157065
76;172.5.0.13;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;134028;107222.400000;0.107222;394.763298;8.272193;1971;2091;51.477105
77;172.5.0.14;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;80308;64246.400000;0.064246;312.550577;7.899222;1181;2881;70.925652
78;172.5.0.15;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;84184;67347.200000;0.067347;443.643353;9.246792;1238;2824;69.522403
79;172.5.0.16;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;130424;104339.200000;0.104339;433.934963;9.141875;1918;2144;52.781881
80;172.5.0.17;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;110296;88236.800000;0.088237;433.788387;8.584144;1622;2440;60.068932
81;172.6.0.2;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;95404;76323.200000;0.076323;373.570708;7.833301;1403;2659;65.460364
82;172.6.0.3;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;74188;59350.400000;0.059350;376.785427;7.941698;1091;2971;73.141310
83;172.6.0.4;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;89692;71753.600000;0.071754;394.924755;8.481257;1319;2743;67.528311
84;172.6.0.5;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;80784;64627.200000;0.064627;398.369814;8.666555;1188;2874;70.753323
85;172.6.0.6;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;85748;68598.400000;0.068598;438.978172;8.667485;1261;2801;68.956179
86;172.6.0.7;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;124304;99443.200000;0.099443;358.544140;8.127856;1828;2234;54.997538
87;172.6.0.8;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;133552;106841.600000;0.106842;407.905873;8.267532;1964;2098;51.649434
88;172.6.0.9;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;125256;100204.800000;0.100205;362.295974;8.084386;1842;2220;54.652880
89;172.6.0.10;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;93568;74854.400000;0.074854;458.105609;9.093866;1376;2686;66.125062
90;172.6.0.11;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;159256;127404.800000;0.127405;366.973174;8.013543;2342;1720;42.343673
91;172.6.0.12;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273564;218851.200000;0.218851;1.747657;1.557743;4023;39;0.960118
92;172.6.0.13;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;157692;126153.600000;0.126154;381.275154;7.876518;2319;1743;42.909897
93;172.6.0.14;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;56644;45315.200000;0.045315;439.569080;11.550322;833;3229;79.492861
94;172.6.0.15;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;97376;77900.800000;0.077901;435.072492;9.211869;1432;2630;64.746430
95;172.6.0.16;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;141712;113369.600000;0.113370;371.033234;7.957061;2084;1978;48.695224
96;172.6.0.17;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;141168;112934.400000;0.112934;353.809500;7.550500;2076;1986;48.892171
97;172.7.0.2;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;50796;40636.800000;0.040637;451.581551;10.174227;747;3315;81.610044
98;172.7.0.3;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;77588;62070.400000;0.062070;370.229972;9.401169;1141;2921;71.910389
99;172.7.0.4;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;0;0;0;0;0;0;4062;100.000000
100;172.7.0.5;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;83436;66748.800000;0.066749;408.653915;9.006325;1227;2835;69.793205
101;172.7.0.6;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;93568;74854.400000;0.074854;377.716789;7.911784;1376;2686;66.125062
102;172.7.0.7;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;85476;68380.800000;0.068381;426.498002;8.129476;1257;2805;69.054653
103;172.7.0.8;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;139944;111955.200000;0.111955;402.653881;8.881533;2058;2004;49.335303
104;172.7.0.9;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;112268;89814.400000;0.089814;437.545118;9.519350;1651;2411;59.354998
105;172.7.0.10;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;79900;63920.000000;0.063920;473.974674;9.999974;1175;2887;71.073363
106;172.7.0.11;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;144160;115328.000000;0.115328;384.331899;8.272943;2120;1942;47.808961
107;172.7.0.12;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273292;218633.600000;0.218634;2.172265;1.618116;4019;43;1.058592
108;172.7.0.13;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;140420;112336.000000;0.112336;359.205450;8.743384;2065;1997;49.162974
109;172.7.0.14;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;55624;44499.200000;0.044499;437.214751;9.477700;818;3244;79.862137
110;172.7.0.15;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;131376;105100.800000;0.105101;369.964907;8.097583;1932;2130;52.437223
111;172.7.0.16;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;147356;117884.800000;0.117885;377.100168;7.947540;2167;1895;46.651896
112;172.7.0.17;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;93772;75017.600000;0.075018;367.191656;8.982826;1379;2683;66.051206
113;172.8.0.2;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;66436;53148.800000;0.053149;433.836271;7.436076;977;3085;75.947809
114;172.8.0.3;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;125392;100313.600000;0.100314;315.878775;7.482687;1844;2218;54.603644
115;172.8.0.4;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;80852;64681.600000;0.064682;468.354714;10.131252;1189;2873;70.728705
116;172.8.0.5;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;110092;88073.600000;0.088074;420.888449;8.241035;1619;2443;60.142787
117;172.8.0.6;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;109480;87584.000000;0.087584;368.213534;8.099571;1610;2452;60.364353
118;172.8.0.7;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;103768;83014.400000;0.083014;435.253234;9.657332;1526;2536;62.432299
119;172.8.0.8;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;131240;104992.000000;0.104992;371.514316;7.726425;1930;2132;52.486460
120;172.8.0.9;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;124440;99552.000000;0.099552;452.771583;9.089578;1830;2232;54.948301
121;172.8.0.10;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;89420;71536.000000;0.071536;468.414867;8.963283;1315;2747;67.626785
122;172.8.0.11;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;122264;97811.200000;0.097811;350.030132;8.378660;1798;2264;55.736091
123;172.8.0.12;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273632;218905.600000;0.218906;2.879137;1.660284;4024;38;0.935500
124;172.8.0.13;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;121176;96940.800000;0.096941;406.587811;7.985232;1782;2280;56.129985
125;172.8.0.14;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;57392;45913.600000;0.045914;453.323612;10.053420;844;3218;79.222058
126;172.8.0.15;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;100980;80784.000000;0.080784;458.864202;9.554914;1485;2577;63.441654
127;172.8.0.16;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;129744;103795.200000;0.103795;405.995063;8.831728;1908;2154;53.028065
128;172.8.0.17;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;129336;103468.800000;0.103469;384.017637;7.909565;1902;2160;53.175775
129;172.9.0.2;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;109616;87692.800000;0.087693;388.683589;8.976005;1612;2450;60.315116
130;172.9.0.3;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;119272;95417.600000;0.095418;429.629862;8.376848;1754;2308;56.819301
131;172.9.0.4;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;87924;70339.200000;0.070339;411.749106;10.230576;1293;2769;68.168390
132;172.9.0.5;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;75208;60166.400000;0.060166;411.556979;8.587908;1106;2956;72.772033
133;172.9.0.6;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;103632;82905.600000;0.082906;391.101800;8.990699;1524;2538;62.481536
134;172.9.0.7;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;120428;96342.400000;0.096342;412.702678;8.959155;1771;2291;56.400788
135;172.9.0.8;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;134096;107276.800000;0.107277;416.887605;8.656097;1972;2090;51.452486
136;172.9.0.9;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;87924;70339.200000;0.070339;465.788581;9.062062;1293;2769;68.168390
137;172.9.0.10;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;80036;64028.800000;0.064029;457.632113;10.353085;1177;2885;71.024126
138;172.9.0.11;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;108528;86822.400000;0.086822;440.271967;10.106335;1596;2466;60.709010
139;172.9.0.12;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273632;218905.600000;0.218906;2.127384;1.489640;4024;38;0.935500
140;172.9.0.13;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;147424;117939.200000;0.117939;386.057727;7.855502;2168;1894;46.627277
141;172.9.0.14;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;69428;55542.400000;0.055542;404.534288;8.799932;1021;3041;74.864599
142;172.9.0.15;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;130968;104774.400000;0.104774;408.985499;8.264432;1926;2136;52.584934
143;172.9.0.16;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;141780;113424.000000;0.113424;405.719065;8.125707;2085;1977;48.670606
144;172.9.0.17;49153;172.9.0.1;9;UDP;upload;3124;212432;169945.600000;0.169946;64124;51299.200000;0.051299;436.284480;7.717989;943;2181;69.814341
2.10787
6254.92 # falta multiplicar por 8.0
2.10764	49561.9
[01;32mroot@template[00m:[01;34m~/critical_iot/ns-3-allinone/ns-3.33[00m# exit
